,Aeródromo,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Geoespacial,Unnamed: 6,Unnamed: 7,Operação,Pista 1,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Pista 2,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Pista 3,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Heliponto,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Atos normativos,Unnamed: 34,Unnamed: 35,Unnamed: 36,Classe RBAC 107,Classe RBAC 153,Categoria Tarifária,Especificação Operativa,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Medidas Administrativas,Unnamed: 48,Unnamed: 49,Outros,Unnamed: 51
0,CÓDIGO OACI,TIPO,NOME,MUNICÍPIO ATENDIDO,UF,LATITUDE,LONGITUDE,ALTITUDE,OPERAÇÃO,DESIGNAÇÃO,COMPRIMENTO,LARGURA,RESISTÊNCIA,SUPERFÍCIE,DESIGNAÇÃO,COMPRIMENTO,LARGURA,RESISTÊNCIA,SUPERFÍCIE,DESIGNAÇÃO,COMPRIMENTO,LARGURA,RESISTÊNCIA,SUPERFÍCIE,RAMPA(S) DE APROXIMAÇÃO,FORMATO DA ÁREA DE POUSO,DIMENSÕES,RESISTÊNCIA,SUPERFÍCIE,p1,p2,p3,p4,PORTARIAS,,,,PORTARIA Nº 515/2018 ,"PORTARIA Nº 852/2018
A Classe I se divide ainda em I-A, sem voo regular e I-B, com voo regular","PORTARIA Nº 2007/2014 E ALTERAÇÕES
(* = REGIME TARIFÁRIO DIFERENCIADO)",AERONAVE CRÍTICA,TIPO DE APROX. (CABECEIRAS),FREQ. SEMANAL,r1,r2,REFERÊNCIA(S),,SITUAÇÃO,r1,REFERÊNCIA,SITUADO NA AMAZÔNIA LEGAL,OBSERVAÇÕES
96,SBQV,AERÓDROMO,PEDRO OTACÍLIO FIGUEIREDO,VITÓRIA DA CONQUISTA,BA,14° 51' 49'' S,40° 51' 47'' W,915 m,VFR Diurno/Noturno e IFR Diurno/Noturno,15/33,1775 m,30 m,PCN 10/F/C/Y/U,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2015-1121,0,0,0,PA2015-1121,,,,AP-1,Classe II,2ª,3C,NPA,94,PA2016-0908,,PA2016-0908,,,,,,-
97,SBRB,AERÓDROMO,PLÁCIDO DE CASTRO,RIO BRANCO,AC,9° 52' 6'' S,67° 53' 53'' W,193 m,VFR Diurno/Noturno e IFR Diurno/Noturno,6/24,2158 m,45 m,PCN 78/F/D/X/T,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2018-2577,0,0,0,PA2018-2577,,,,AP-1,Classe II,2ª,4C,PA1,37,PA2016-0908,,PA2016-0908,,,,,X,-
98,SBRD,AERÓDROMO,RONDONÓPOLIS (*SWRD),RONDONÓPOLIS,MT,16° 35' 7'' S,54° 43' 27'' W,447 m,VFR Diurno/Noturno,2/20,1850 m,30 m,PCN 28/F/B/X/U,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD2001-1632,0,0,0,PD2001-1632,,,,AP-1,Classe I,3ª,3C,NINST,31,PA2016-0908,,PA2016-0908,,,,,X,-
99,SBRF,AERÓDROMO,GUARARAPES - GILBERTO FREYRE,RECIFE,PE,8° 7' 35'' S,34° 55' 22'' W,10 m,VFR Diurno/Noturno e IFR Diurno/Noturno,18/36,3007 m,45 m,PCN 63/F/B/X/T,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2013-1297,0,0,0,PA2013-1297,,,,AP-3,Classe IV,1ª,4E,PA1(18) / NPA(36),,PA2016-1317,,PA2016-1317,,,,,,-
100,SBRJ,AERÓDROMO,SANTOS DUMONT,RIO DE JANEIRO,RJ,22° 54' 36'' S,43° 9' 45'' W,3 m,VFR Diurno/Noturno e IFR Diurno/Noturno,2R/20L,1323 m,42 m,PCN 65/F/B/X/T,Asfalto,2L/20R,1260 m,30 m,PCN 39/F/B/X/T,Asfalto,-,-,-,-,-,-,-,-,-,-,PA2014-1562,0,0,0,PA2014-1562,,,,AP-3,Classe IV,1ª,-,-,-,,,,,Proibição aumento freq.,PA2016-1046,PA2016-1046,,-
101,SBRP,AERÓDROMO,LEITE LOPES,RIBEIRÃO PRETO,SP,21° 8' 11'' S,47° 46' 36'' W,550 m,VFR Diurno/Noturno e IFR Diurno/Noturno,18/36,2100 m,45 m,PCN 26/F/B/X/T,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD1983-0028,PD1991-0240,0,0,PD1983-0028,PD1991-0240,,,AP-2,Classe III,2ª,-,-,-,0,0,,,Proibição aumento freq.,PA2017-0447,PA2017-0447,,-
102,SBSG,AERÓDROMO,GOVERNADOR ALUIZIO ALVES,SÃO GONÇALO DO AMARANTE,RN,5° 46' 8'' S,35° 21' 59'' W,83 m,VFR Diurno/Noturno e IFR Diurno/Noturno,12/30,3000 m,60 m,PCN 70/F/A/X/T,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2014-1256,0,0,0,PA2014-1256,,,,AP-2,Classe III,1ª (*),4E,PA1(12) / NPA(30),,PA2016-0554,,PA2016-0554,,,,,,-
103,SBSJ,AERÓDROMO,PROFESSOR URBANO ERNESTO STUMPF,SÃO JOSÉ DOS CAMPOS,SP,23° 13' 44'' S,45° 52' 16'' W,646 m,VFR Diurno/Noturno e IFR Diurno/Noturno,15/33,2676 m,45 m,PCN 71/F/A/X/T,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD1988-0213,0,0,0,PD1988-0213,,,,AP-0,Classe I,2ª,4C,PA1,13,PA2016-0908,,PA2016-0908,,,,,,-
104,SBSL,AERÓDROMO,MARECHAL CUNHA MACHADO,SÃO LUÍS,MA,2° 35' 13'' S,44° 14' 10'' W,54 m,VFR Diurno/Noturno e IFR Diurno/Noturno,6/24,2385 m,45 m,PCN 52/F/B/X/T,Asfalto,9/27,1464 m,45 m,PCN 39/F/B/X/T,Asfalto,-,-,-,-,-,-,-,-,-,-,PA2015-2239,0,0,0,PA2015-2239,,,,AP-2,Classe III,1ª,-,-,-,,,,,Proibição aumento freq.,PA2016-3651,PA2016-3651,X,-
105,SBSM,AERÓDROMO,SANTA MARIA,SANTA MARIA,RS,29° 42' 39'' S,53° 41' 32'' W,88 m,VFR Diurno/Noturno e IFR Diurno/Noturno,11/29,2700 m,45 m,PCN 20/R/B/X/T,Concreto,2/20,1400 m,30 m,PCN 10/F/C/Y/U,Asfalto,-,-,-,-,-,-,-,-,-,-,PD1981-0204,0,0,0,PD1981-0204,,,,AP-1,Classe I,2ª,3C,PA1,23,PA2016-0908,,PA2016-0908,,,,,,-
106,SBSN,AERÓDROMO,MAESTRO WILSON FONSECA,SANTARÉM,PA,2° 25' 29'' S,54° 47' 9'' W,60 m,VFR Diurno/Noturno e IFR Diurno/Noturno,10/28,2400 m,45 m,PCN 48/F/A/W/T,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD1975-0038,PD1992-0245,PD1993-0516,0,PD1975-0038,PD1992-0245,PD1993-0516,,AP-1,Classe II,2ª,4C,PA1,57,PA2016-0908,,PA2016-0908,,,,,X,-
107,SBSP,AERÓDROMO,CONGONHAS,SÃO PAULO,SP,23° 37' 34'' S,46° 39' 23'' W,802 m,VFR Diurno/Noturno e IFR Diurno/Noturno,17R/35L,1940 m,45 m,PCN 50/F/B/X/T,Asfalto,17L/35R,1495 m,45 m,PCN 38/F/B/X/U,Asfalto,-,-,-,-,-,-,-,-,-,-,PA2014-2980,0,0,0,PA2014-2980,,,,AP-3,Classe IV,1ª,-,-,-,,,,,Proibição aumento freq.,PA2016-1047,PA2016-1047,,-
108,SBSR,AERÓDROMO,PROFESSOR ERIBERTO MANOEL REINO,SÃO JOSÉ DO RIO PRETO,SP,20° 48' 58'' S,49° 24' 17'' W,544 m,VFR Diurno/Noturno e IFR Diurno/Noturno,7/25,1640 m,35 m,PCN 35/F/B/X/T,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2018-1262,0,0,0,PA2018-1262,,,,AP-2,Classe II,2ª,4C,NPA,46,PA2016-0908,,PA2016-0908,,,,,,-
109,SBSV,AERÓDROMO,DEPUTADO LUÍS EDUARDO MAGALHÃES,SALVADOR,BA,12° 54' 31'' S,38° 19' 21'' W,20 m,VFR Diurno/Noturno e IFR Diurno/Noturno,10/28,3003 m,45 m,PCN 104/F/B/X/T,Asfalto,17/35,1518 m,45 m,PCN 41/F/B/X/T,Asfalto,-,-,-,-,-,-,-,-,-,-,PA2014-1258,0,0,0,PA2014-1258,,,,AP-3,Classe IV,1ª,4E,PA1(10;28) / NINST(17;35),,PA2017-4322,,PA2017-4322,,,,,,-
110,SBTB,AERÓDROMO,TROMBETAS,ORIXIMINÁ,PA,1° 29' 4'' S,56° 23' 57'' W,87 m,VFR Diurno/Noturno e IFR Diurno/Noturno,9/27,1600 m,30 m,PCN 26/F/A/X/T,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD1989-0025,PD1989-0029,0,0,PD1989-0025,PD1989-0029,,,AP-1,Classe I,-,3C,NPA,7,PA2016-0908,,PA2016-0908,,,,,X,-
111,SBTD,AERÓDROMO,LUIZ DALCANALE FILHO,TOLEDO,PR,24° 41' 7'' S,53° 41' 48'' W,562 m,VFR Diurno/Noturno e IFR Diurno/Noturno,1/19,1670 m,30 m,PCN 33/F/C/X/U,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD1999-0747,PA2015-0618,0,0,PD1999-0747,PA2015-0618,,,AP-0,Classe I,4ª,-,-,-,,,,,,,,,-
112,SBTE,AERÓDROMO,SENADOR PETRÔNIO PORTELLA,TERESINA,PI,5° 3' 38'' S,42° 49' 28'' W,67 m,VFR Diurno/Noturno e IFR Diurno/Noturno,2/20,2200 m,45 m,PCN 46/F/A/X/T,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2015-0532,0,0,0,PA2015-0532,,,,AP-2,Classe III,2ª,-,-,-,,,,,Proibição aumento freq.,PA2018-2156,PA2018-2156,,-
113,SBTF,AERÓDROMO,TEFÉ,TEFÉ,AM,3° 22' 49'' S,64° 43' 31'' W,57 m,VFR Diurno/Noturno e IFR Diurno/Noturno,15/33,2200 m,45 m,PCN 29/F/C/X/U,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2017-3681,0,0,0,PA2017-3681,,,,AP-1,Classe I,2ª,4C,NPA,11,PA2016-0908,PA2018-0389,PA2016-0908,PA2018-0389,Restrições específicas (ver portaria),PA2018-0390,PA2018-0390,X,-
114,SBTG,AERÓDROMO,TRÊS LAGOAS,TRÊS LAGOAS,MS,20° 45' 5'' S,51° 40' 49'' W,324 m,VFR Diurno/Noturno,7/25,2000 m,30 m,PCN 33/F/B/X/T,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2014-1220,0,0,0,PA2014-1220,,,,AP-1,Classe I,3ª,3C,NINST,37,PA2016-0908,,PA2016-0908,,,,,,-
115,SBTK,AERÓDROMO,TARAUACÁ,TARAUACÁ,AC,8° 9' 17'' S,70° 46' 58'' W,197 m,VFR Diurno,14/32,1130 m,14 m,"5700 kg / 0,5 MPa",Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2006-0657,0,0,0,PA2006-0657,,,,AD,Classe I,-,-,-,-,,,,,,,,X,-
116,SBTR,AERÓDROMO,TORRES,TORRES,RS,29° 24' 36'' S,49° 48' 37'' W,8 m,VFR Diurno/Noturno e IFR Diurno/Noturno,5/23,1500 m,30 m,PCN 32/F/B/X/T,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD2004-1234,0,0,0,PD2004-1234,,,,AD,Classe I,-,-,-,-,,,,,,,,,-
117,SBTT,AERÓDROMO,TABATINGA,TABATINGA,AM,4° 15' 2'' S,69° 56' 16'' W,85 m,VFR Diurno/Noturno e IFR Diurno/Noturno,12/30,2150 m,45 m,PCN 33/F/D/X/U,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD1985-0203,PD1990-0325,0,0,PD1985-0203,PD1990-0325,,,AP-1,Classe I,2ª,4C,NPA,21,PA2016-0908,PA2018-0389,PA2016-0908,PA2018-0389,Restrições específicas (ver portaria),PA2018-0390,PA2018-0390,X,-
118,SBTU,AERÓDROMO,TUCURUÍ,TUCURUÍ,PA,3° 46' 37'' S,49° 43' 11'' W,253 m,VFR Diurno/Noturno e IFR Diurno/Noturno,2/20,2000 m,45 m,PCN 33/F/C/X/U,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2016-1885,0,0,0,PA2016-1885,,,,AD,Classe I,-,3C,NPA,8,PA2016-0908,,PA2016-0908,,,,,X,-
119,SBUA,AERÓDROMO,SÃO GABRIEL DA CACHOEIRA,SÃO GABRIEL DA CACHOEIRA,AM,0° 8' 53'' S,66° 59' 9'' W,76 m,VFR Diurno/Noturno e IFR Diurno/Noturno,5/23,2600 m,45 m,PCN 47/F/C/X/U,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD1981-0110,0,0,0,PD1981-0110,,,,AP-1,Classe I,-,2C,NPA,4,PA2016-0908,,PA2016-0908,,,,,X,-
120,SBUF,AERÓDROMO,PAULO AFONSO,PAULO AFONSO,BA,9° 24' 4'' S,38° 15' 4'' W,269 m,VFR Diurno/Noturno,14/32,1800 m,45 m,PCN 35/F/C/X/U,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2015-2868,0,0,0,PA2015-2868,,,,AP-1,Classe I,2ª,3C,NINST,7,PA2016-0908,PA2018-0389,PA2016-0908,PA2018-0389,,,,,-
121,SBUG,AERÓDROMO,RUBEM BERTA,URUGUAIANA,RS,29° 47' 0'' S,57° 2' 13'' W,78 m,VFR Diurno/Noturno e IFR Diurno/Noturno,9/27,1500 m,30 m,PCN 18/F/C/Y/T,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2015-0388,0,0,0,PA2015-0388,,,,AP-1,Classe I,2ª,3C,NPA,6,PA2016-0908,PA2016-2636,PA2016-0908,PA2016-2636,,,,,-
122,SBUL,AERÓDROMO,TEN CEL AVIADOR CÉSAR BOMBONATO,UBERLÂNDIA,MG,18° 53' 1'' S,48° 13' 31'' W,943 m,VFR Diurno/Noturno e IFR Diurno/Noturno,4/22,2100 m,45 m,PCN 43/F/A/X/T,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2014-0465,0,0,0,PA2014-0465,,,,AP-2,Classe III,2ª,-,-,-,,,,,,,,,-
123,SBUR,AERÓDROMO,MARIO DE ALMEIDA FRANCO,UBERABA,MG,19° 45' 53'' S,47° 57' 58'' W,809 m,VFR Diurno/Noturno e IFR Diurno/Noturno,17/35,1759 m,45 m,PCN 32/F/A/X/T,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2015-1597,0,0,0,PA2015-1597,,,,AP-1,Classe I,2ª,3C,NPA,54,PA2016-0908,,PA2016-0908,,,,,,-
124,SBVG,AERÓDROMO,MAJOR BRIGADEIRO TROMPOWSKY,VARGINHA,MG,21° 35' 20'' S,45° 28' 24'' W,922 m,VFR Diurno e IFR Diurno/Noturno,4/22,1500 m,30 m,PCN 26/F/A/Y/T,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2017-3825,0,0,0,PA2017-3825,,,,AP-1,Classe I,4ª,2C,NPA,11,PA2016-0908,,PA2016-0908,,,,,,-
125,SBVH,AERÓDROMO,VILHENA,VILHENA,RO,12° 41' 39'' S,60° 5' 50'' W,615 m,VFR Diurno/Noturno e IFR Diurno/Noturno,3/21,2600 m,30 m,PCN 30/F/A/X/T,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2015-0819,0,0,0,PA2015-0819,,,,AP-1,Classe I,4ª,3C,NPA,12,PA2016-0908,,PA2016-0908,,,,,X,-
126,SBVT,AERÓDROMO,EURICO DE AGUIAR SALLES,VITÓRIA,ES,20° 15' 29'' S,40° 17' 11'' W,3 m,VFR Diurno/Noturno e IFR Diurno/Noturno,6/24,1750 m,45 m,PCN 45/F/B/X/T,Asfalto,2/20,2058 m,45 m,PCN 86/F/B/X/T,ASPH,-,-,-,-,-,-,-,-,-,-,PA2014-1002,0,0,0,PA2014-1002,,,,AP-2,Classe III,2ª,4D,NPA(02;20;06) / PA1(24),,PA2016-3474,,PA2016-3474,,,,,,-
127,SBZM,AERÓDROMO,PRESIDENTE ITAMAR FRANCO,GOIANÁ,MG,21° 30' 47'' S,43° 10' 23'' W,412 m,VFR Diurno e IFR Diurno/Noturno,8/26,2525 m,45 m,PCN 66/F/B/X/T,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2017-2564,0,0,0,PA2017-2564,,,,AP-1,Classe I,2ª,4D,NPA,,PA2018-1225,,PA2018-1225,,,,,,-
128,SDAA,AERÓDROMO,ARARAS,ARARAS,SP,22° 20' 13'' S,47° 21' 30'' W,685 m,VFR Diurno,12/30,1150 m,30 m,PCN 6/F/C/Y/U,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD1995-0593,0,0,0,PD1995-0593,,,,AD,Classe I,-,-,-,-,,,,,,,,,-
129,SDAD,AERÓDROMO,EVERALDO MORAES BARRETO,ADAMANTINA,SP,21° 41' 46'' S,51° 5' 47'' W,425 m,VFR Diurno,9/27,1150 m,20 m,"5000 kg / 0,5 MPa",Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD1995-0542,0,0,0,PD1995-0542,,,,AD,Classe I,-,-,-,-,,,,,,,,,-
130,SDAE,AERÓDROMO,SÃO PEDRO,SÃO PEDRO,SP,22° 35' 1'' S,47° 53' 46'' W,566 m,VFR Diurno,13/31,1000 m,25 m,"5600 kg / 0,5 MPa",Terra,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD1996-0097,0,0,0,PD1996-0097,,,,AD,Classe I,-,-,-,-,,,,,,,,,-
131,SDAG,AERÓDROMO,ANGRA DOS REIS,ANGRA DOS REIS,RJ,22° 58' 31'' S,44° 18' 26'' W,3 m,VFR Diurno,10/28,950 m,30 m,PCN 10/F/C/Y/U,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD1979-0134,0,0,0,PD1979-0134,,,,AP-0,Classe I,4ª,-,-,-,,,,,,,,,-
132,SDAI,AERÓDROMO,AMERICANA,AMERICANA,SP,22° 45' 19'' S,47° 16' 5'' W,611 m,VFR Diurno/Noturno,12/30,1100 m,18 m,PCN 9/F/B/X/T,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2017-0097,0,0,0,PA2017-0097,,,,AD,Classe I,-,-,-,-,,,,,,,,,-
133,SDAM,AERÓDROMO,AERODRÓMO ESTADUAL DE CAMPINAS / AMARAIS,CAMPINAS,SP,22° 51' 33'' S,47° 6' 29'' W,612 m,VFR Diurno/Noturno,16/34,1200 m,30 m,PCN 25/F/A/X/T,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2010-2002,0,0,0,PA2010-2002,,,,AP-0,Classe I,4ª,-,-,-,,,,,,,,,-
134,SDBA,AERÓDROMO,BATATAIS,BATATAIS,SP,20° 52' 37'' S,47° 35' 9'' W,881 m,VFR Diurno,13/31,720 m,30 m,"5700 kg / 0,5 MPa",Terra,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2018-1240,0,0,0,PA2018-1240,,,,AD,Classe I,-,-,-,-,,,,,,,,,-
135,SDBB,AERÓDROMO,BEBEDOURO,BEBEDOURO,SP,20° 54' 1'' S,48° 28' 25'' W,592 m,VFR Diurno,13/31,1500 m,23 m,PCN 15/F/A/X/T,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2014-0924,0,0,0,PA2014-0924,,,,AD,Classe I,-,-,-,-,,,,,,,,,-
136,SDBK,AERÓDROMO,TANCREDO DE ALMEIDA NEVES,BOTUCATU,SP,22° 56' 12'' S,48° 28' 3'' W,918 m,VFR Diurno/Noturno,1/19,1500 m,30 m,PCN 40/F/A/X/T,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2012-2536,0,0,0,PA2012-2536,,,,AP-0,Classe I,4ª,-,-,-,,,,,,,,,-
137,SDBY,AERÓDROMO,APARECIDO O. SILVA,BARIRI,SP,22° 4' 7'' S,48° 42' 21'' W,486 m,VFR Diurno,11/29,1400 m,30 m,"5800 kg / 0,5 MPa",Terra,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD1995-0148,0,0,0,PD1995-0148,,,,AD,Classe I,-,-,-,-,,,,,,,,,-
138,SDCA,AERÓDROMO,CAPÃO BONITO,CAPÃO BONITO,SP,24° 2' 0'' S,48° 21' 26'' W,714 m,VFR Diurno,16/34,1075 m,20 m,PCN 10/F/C/Y/U,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2017-3505,0,0,0,PA2017-3505,,,,AD,Classe I,-,-,-,-,,,,,,,,,-
139,SDCG,AERÓDROMO,SENADORA EUNICE MICHILES,SÃO PAULO DE OLIVENÇA,AM,3° 28' 14'' S,68° 55' 27'' W,102 m,VFR Diurno,4/22,1200 m,23 m,PCN 6/R/B/Y/T,Concreto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2018-1632,0,0,0,PA2018-1632,,,,AD,Classe I,-,2C,NINST,7,PA2016-0908,,PA2016-0908,,Com Restrição (ver Obs.),PA2018-0557,PA2018-0557,X,Restrição se refere à proibição de pouso exceto emergência e transporte de valores.
140,SDCO,AERÓDROMO,SOROCABA,SOROCABA,SP,23° 28' 59'' S,47° 29' 11'' W,633 m,VFR Diurno/Noturno,18/36,1480 m,30 m,PCN 36/F/B/X/T,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD2006-0287,0,0,0,PD2006-0287,,,,AP-0,Classe I,3ª,-,-,-,,,,,,,,,-
141,SDDN,AERÓDROMO,PAULINO RIBEIRO DE ANDRADE,ANDRADINA,SP,20° 55' 33'' S,51° 23' 2'' W,380 m,VFR Diurno/Noturno,11/29,1500 m,30 m,PCN 12/F/B/Y/T,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2015-3120,0,0,0,PA2015-3120,,,,AP-0,Classe I,4ª,-,-,-,,,,,,,,,-
142,SDDR,AERÓDROMO,DRACENA,DRACENA,SP,21° 27' 38'' S,51° 36' 25'' W,372 m,VFR Diurno/Noturno,9/27,1500 m,30 m,PCN 14/F/A/X/T,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2014-0904,0,0,0,PA2014-0904,,,,AP-0,Classe I,4ª,-,-,-,,,,,,,,,-
143,SDEP,AERÓDROMO,GERALDO MOACIR BORDON,PRESIDENTE EPITÁCIO,SP,21° 46' 32'' S,52° 9' 47'' W,297 m,VFR Diurno,5/23,1010 m,18 m,PCN 8/F/C/Y/U,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD1994-0545,0,0,0,PD1994-0545,,,,AD,Classe I,-,-,-,-,,,,,,,,,-
144,SDET,AERÓDROMO,TIETÊ,TIETÊ,SP,23° 6' 17'' S,47° 43' 28'' W,501 m,VFR Diurno,1/19,850 m,30 m,"5000 kg / 0,5 MPa",Terra,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD1992-0120,0,0,0,PD1992-0120,,,,AD,Classe I,-,-,-,-,,,,,,,,,-
145,SDFD,AERÓDROMO,CORONEL AVIADOR CARLOS ORLEANS GUIMARÃES,FERNANDÓPOLIS,SP,20° 16' 36'' S,50° 12' 50'' W,500 m,VFR Diurno,8/26,1000 m,25 m,PCN 16/F/A/X/T,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2018-1338,0,0,0,PA2018-1338,,,,AD,Classe I,-,-,-,-,,,,,,,,,-
146,SDFX,AERÓDROMO,CASA NOVA,CASA NOVA,BA,9° 9' 27'' S,40° 56' 15'' W,405 m,VFR Diurno,12/30,1100 m,20 m,PCN 10/F/B/Y/U,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2016-0532,0,0,0,PA2016-0532,,,,AD,Classe I,-,-,-,-,,,,,,,,,-
147,SDGC,AERÓDROMO,GARÇA,GARÇA,SP,22° 11' 1'' S,49° 39' 22'' W,665 m,VFR Diurno,1/19,1000 m,30 m,PCN 8/F/C/Y/U,Terra,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD1973-0125,0,0,0,PD1973-0125,,,,AD,Classe I,-,-,-,-,,,,,,,,,-
148,SDGR,AERÓDROMO,GUARARAPES,GUARARAPES,SP,21° 15' 47'' S,50° 39' 11'' W,400 m,VFR Diurno,1/19,630 m,20 m,"5000 kg / 0,5 MPa",Terra,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD1994-0629,0,0,0,PD1994-0629,,,,AD,Classe I,-,-,-,-,,,,,,,,,-
149,SDIG,AERÓDROMO,IBITINGA,IBITINGA,SP,21° 44' 50'' S,48° 51' 21'' W,542 m,VFR Diurno,13/31,1200 m,45 m,"5600 kg / 0,5 MPa",Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD1996-0122,PD1996-0241,0,0,PD1996-0122,PD1996-0241,,,AD,Classe I,-,-,-,-,,,,,,,,,-
150,SDIM,AERÓDROMO,ITANHAÉM,ITANHAÉM,SP,24° 9' 53'' S,46° 47' 8'' W,4 m,VFR Diurno/Noturno,15/33,1350 m,30 m,PCN 31/F/C/X/T,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2010-2331,0,0,0,PA2010-2331,,,,AP-0,Classe I,4ª,-,-,-,,,,,,,,,-
151,SDIV,AERÓDROMO,ITUVERAVA,ITUVERAVA,SP,20° 22' 31'' S,47° 46' 7'' W,623 m,VFR Diurno,17/35,1000 m,30 m,"5200 kg / 0,5 MPa",Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,,,,,AD,Classe I,-,-,-,-,,,,,,,,,-
152,SDJC,AERÓDROMO,JABOTICABAL,JABOTICABAL,SP,21° 13' 51'' S,48° 17' 8'' W,625 m,VFR Diurno,7/25,960 m,23 m,"5600 kg / 0,5 MPa",Terra,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2018-1754,0,0,0,PA2018-1754,,,,AD,Classe I,-,-,-,-,,,,,,,,,-
153,SDJO,AERÓDROMO,SÃO JOAQUIM DA BARRA,SÃO JOAQUIM DA BARRA,SP,20° 35' 36'' S,47° 50' 32'' W,651 m,VFR Diurno,14/32,1000 m,30 m,"5600 kg / 0,5 MPa",Terra,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD1992-0338,0,0,0,PD1992-0338,,,,AD,Classe I,-,-,-,-,,,,,,,,,-
154,SDJV,AERÓDROMO,MUNICIPAL DE SÃO JOÃO DA BOA VISTA,SÃO JOÃO DA BOA VISTA,SP,22° 1' 0'' S,46° 50' 26'' W,762 m,VFR Diurno/Noturno,4/22,1250 m,30 m,PCN 20/F/B/Y/T,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2016-1715,0,0,0,PA2016-1715,,,,AD,Classe I,-,-,-,-,,,,,,,,,-
